MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Lot Config,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Exterior 1st,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Sale Type,Sale Condition,SalePrice
50,RM,50,8635,Reg,Inside,1Fam,1.5Fin,5,5,1948,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,TA,Y,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,NA,Unf,1,240,TA,Y,0,0,0,0,0,0,MnPrv,WD ,Normal,127000
50,RL,64,13053,Reg,Inside,1Fam,1.5Fin,6,7,1923,Gambrel,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,833,833,Gd,Y,1053,795,0,1848,0,0,1,1,4,1,Gd,8,Typ,Gd,Unf,2,370,TA,N,0,0,0,0,220,0,NA,WD ,Normal,207000
50,RL,60,9120,Reg,Inside,1Fam,1.5Fin,7,6,1925,Gable,Wd Sdng,0,TA,Gd,PConc,TA,TA,No,Rec,329,Unf,0,697,1026,Ex,Y,1133,687,0,1820,1,0,2,0,4,1,TA,8,Typ,NA,Unf,1,240,TA,N,0,100,0,0,0,0,GdPrv,WD ,Normal,184000
50,RL,60,9144,Reg,Inside,1Fam,1.5Fin,6,4,1915,Gable,VinylSd,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,810,810,Ex,Y,1170,546,0,1716,0,0,2,0,4,1,Gd,8,Typ,NA,Unf,2,672,TA,Y,0,195,0,0,0,0,NA,WD ,Normal,162500
50,RL,0,9144,Reg,Inside,1Fam,1.5Fin,5,5,1940,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,No,Rec,399,Unf,0,484,883,Gd,Y,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,NA,Unf,1,240,TA,N,0,0,0,0,0,0,NA,WD ,Normal,145000
30,RL,55,10267,Reg,Inside,1Fam,1Story,6,7,1918,Gable,Stucco,0,TA,Gd,BrkTil,TA,Gd,Mn,Rec,210,ALQ,606,0,816,Ex,Y,838,0,0,838,1,0,1,0,2,1,Fa,5,Typ,NA,Fin,1,275,TA,N,0,0,112,0,0,0,MnWw,WD ,Normal,130000
60,RM,57,8094,Reg,Inside,2fmCon,2.5Unf,6,8,1910,Gable,Wd Sdng,0,TA,TA,PConc,TA,TA,Mn,Rec,196,Unf,0,1046,1242,Gd,Y,1242,742,0,1984,0,0,2,0,5,1,TA,8,Typ,NA,,1,360,NA,Y,64,0,180,0,0,0,MnPrv,WD ,Normal,160000
70,RM,0,5100,Reg,Inside,1Fam,2Story,8,7,1925,Hip,Stucco,0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,588,588,Fa,Y,833,833,0,1666,0,0,1,0,3,1,Gd,7,Typ,Gd,Unf,1,228,TA,Y,192,63,0,0,0,0,MnPrv,WD ,Normal,161000
50,RM,63,4347,Reg,Inside,1Fam,1.5Fin,6,8,1910,Gambrel,MetalSd,0,Gd,TA,BrkTil,Gd,Gd,No,Unf,0,Unf,0,796,796,Ex,Y,825,784,0,1609,0,0,1,0,3,1,TA,7,Typ,NA,Unf,1,228,Fa,N,0,182,0,0,0,0,NA,WD ,Normal,127500
30,RM,0,6291,IR1,Inside,1Fam,1Story,6,6,1930,Gable,Stucco,0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,768,768,TA,Y,768,0,0,768,0,0,1,0,1,1,TA,4,Typ,NA,Unf,2,440,TA,N,0,0,84,0,0,0,NA,WD ,Normal,93850
70,RM,60,10266,Reg,Inside,1Fam,2Story,6,6,1952,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,No,Rec,372,Unf,0,396,768,TA,Y,768,768,0,1536,0,0,1,1,4,1,TA,7,Typ,NA,Unf,1,308,TA,Y,0,216,80,0,0,0,NA,COD,Abnorml,136000
50,RM,60,6876,Reg,Inside,1Fam,1.5Fin,6,6,1938,Gable,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1272,1272,TA,Y,1272,0,697,1969,0,0,2,0,4,1,TA,9,Min1,Gd,Unf,2,400,TA,Y,0,34,0,0,0,0,NA,COD,Normal,141000
50,RM,0,10320,Reg,Inside,1Fam,1.5Fin,5,6,1915,Gable,HdBoard,0,TA,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,0,880,880,Gd,Y,880,428,0,1308,0,0,2,0,2,1,TA,6,Typ,NA,Unf,2,400,Fa,Y,0,0,117,0,0,0,NA,WD ,Normal,120000
30,RM,60,7200,Reg,Corner,1Fam,1Story,6,7,1925,Gable,VinylSd,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1040,1040,Gd,Y,1040,0,0,1040,0,0,1,0,2,1,TA,5,Typ,NA,Unf,2,320,TA,Y,0,132,0,0,0,0,NA,WD ,Normal,127500
50,RM,62,7006,Reg,Inside,1Fam,1.5Fin,6,6,1925,Gable,Stucco,0,TA,TA,PConc,TA,TA,No,Rec,121,Unf,0,647,768,TA,Y,788,448,0,1236,1,0,2,0,3,1,TA,6,Typ,Gd,Unf,1,384,TA,Y,0,0,0,0,0,0,MnPrv,WD ,Family,127000
50,RM,0,7920,IR1,Inside,1Fam,1.5Fin,6,7,1920,Gable,MetalSd,0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,319,319,TA,Y,1035,371,0,1406,0,0,1,0,3,1,Fa,6,Typ,NA,NA,0,0,NA,N,0,144,0,0,0,0,MnPrv,WD ,Normal,89500
20,RM,49,8235,IR1,Inside,1Fam,1Story,5,7,1955,Gable,MetalSd,0,TA,Gd,CBlock,TA,TA,No,LwQ,180,Rec,645,0,825,TA,Y,825,0,0,825,1,0,1,0,2,1,TA,4,Typ,NA,RFn,2,720,TA,Y,140,50,0,0,0,0,MnPrv,WD ,Normal,125000
50,RM,60,5586,IR1,Inside,1Fam,1.5Fin,6,7,1920,Gable,MetalSd,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,Gd,Y,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,NA,NA,0,0,NA,N,0,98,0,0,0,0,MnPrv,ConLD,Abnorml,79900
30,RM,60,10320,Reg,Inside,1Fam,1Story,5,8,1912,Gable,Wd Sdng,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,451,451,TA,Y,759,0,0,759,0,0,1,0,1,1,TA,5,Typ,NA,Unf,2,576,TA,N,40,0,0,0,0,0,NA,ConLD,Family,85000
190,RM,60,10320,Reg,Inside,2fmCon,2Story,3,3,1915,Gable,AsphShn,0,Fa,Fa,PConc,TA,Fa,No,Unf,0,Unf,0,536,536,Ex,N,808,536,0,1344,0,0,2,0,3,2,TA,8,Typ,NA,NA,0,0,NA,N,42,0,204,0,0,0,NA,WD ,Normal,82375
50,RM,60,10320,Reg,Inside,1Fam,1.5Fin,6,7,1906,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,756,756,Ex,Y,756,713,0,1469,0,0,1,0,3,1,TA,7,Typ,NA,Unf,1,216,TA,Y,57,0,239,0,0,0,MnPrv,WD ,Normal,135000
20,RL,82,9488,Reg,Inside,1Fam,1Story,5,6,1947,Gable,VinylSd,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1046,1046,Gd,N,1054,0,0,1054,0,0,1,0,3,1,TA,6,Typ,NA,Unf,1,240,TA,Y,0,60,122,0,0,0,NA,WD ,Abnorml,124000
20,RL,55,8250,Reg,Inside,1Fam,1Story,5,5,1968,Hip,HdBoard,0,TA,TA,CBlock,TA,TA,No,BLQ,250,LwQ,492,210,952,Ex,Y,1211,0,0,1211,0,0,1,0,3,1,TA,5,Typ,TA,Unf,1,322,TA,Y,0,63,0,0,0,0,NA,WD ,Normal,134000
50,RL,115,21286,Reg,Inside,1Fam,1.5Fin,5,5,1948,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,720,720,TA,Y,720,551,0,1271,0,0,2,0,4,1,TA,7,Typ,Gd,Unf,1,312,TA,Y,0,0,108,0,0,0,NA,WD ,Normal,135000
50,RL,80,17120,Reg,Inside,1Fam,1.5Fin,4,4,1959,Gable,WdShing,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,TA,Y,1120,468,0,1588,0,0,2,0,4,1,TA,7,Min2,Gd,Fin,2,680,TA,N,0,59,0,0,0,0,NA,WD ,Normal,134432
190,RL,62,10106,Reg,Inside,2fmCon,1.5Fin,5,7,1940,Gable,Wd Sdng,0,TA,Gd,BrkTil,TA,TA,No,ALQ,351,Rec,181,112,644,Gd,Y,808,547,0,1355,1,0,2,0,4,2,TA,6,Typ,NA,NA,0,0,NA,Y,140,0,0,0,0,0,NA,WD ,Normal,127500
85,RL,0,11235,Reg,Corner,1Fam,SFoyer,5,6,1963,Gable,HdBoard,0,TA,TA,CBlock,Gd,TA,Av,ALQ,784,Unf,0,197,981,TA,Y,1075,0,0,1075,1,0,1,0,3,1,Gd,6,Typ,NA,Unf,2,440,TA,Y,64,0,0,0,64,0,MnPrv,WD ,Abnorml,148000
20,RL,70,11200,Reg,Inside,1Fam,1Story,5,5,1965,Hip,HdBoard,0,TA,TA,CBlock,TA,TA,No,Rec,906,Unf,0,134,1040,Ex,Y,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,NA,Unf,1,384,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,129500
80,RL,80,13014,Reg,Inside,1Fam,SLvl,6,5,1978,Gable,HdBoard,39,TA,TA,CBlock,TA,TA,Av,ALQ,528,Unf,0,480,1008,TA,Y,1096,0,0,1096,1,0,1,0,3,1,TA,6,Typ,Fa,Unf,2,484,TA,Y,168,0,0,0,0,0,NA,WD ,Normal,157500
20,RL,0,7162,IR1,Inside,1Fam,1Story,5,7,1966,Gable,HdBoard,41,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,876,876,TA,Y,904,0,0,904,0,0,1,0,3,1,TA,6,Typ,NA,Unf,1,408,TA,Y,0,0,0,0,0,0,MnPrv,WD ,Abnorml,109900
20,RL,68,10265,IR1,Inside,1Fam,1Story,5,7,1967,Gable,HdBoard,0,TA,Fa,CBlock,TA,TA,No,ALQ,758,Unf,0,234,992,Ex,Y,992,0,0,992,1,0,1,0,3,1,Gd,6,Typ,NA,RFn,1,294,TA,Y,204,0,0,0,0,0,MnPrv,WD ,Normal,145000
20,RL,57,9764,IR1,FR2,1Fam,1Story,5,7,1967,Gable,VinylSd,0,TA,TA,CBlock,TA,TA,No,BLQ,702,Unf,0,192,894,Ex,Y,894,0,0,894,1,0,1,0,3,1,Gd,5,Typ,NA,RFn,2,450,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,130000
85,RL,0,7703,IR1,CulDSac,1Fam,SFoyer,6,8,1978,Gable,HdBoard,40,TA,TA,CBlock,Gd,TA,Gd,ALQ,450,Unf,0,0,450,Ex,Y,1034,0,0,1034,0,1,1,0,3,1,TA,6,Typ,Po,Fin,2,504,TA,Y,311,0,0,0,0,0,GdWo,WD ,Normal,153000
20,RL,0,9981,IR1,Corner,1Fam,1Story,5,5,1967,Gable,MetalSd,340,TA,TA,CBlock,TA,TA,Mn,BLQ,221,Unf,0,852,1073,Gd,Y,1073,0,0,1073,0,0,1,0,3,1,TA,6,Typ,NA,RFn,1,270,TA,Y,0,90,0,0,0,0,MnPrv,WD ,Normal,120000
85,RL,0,7400,IR1,CulDSac,1Fam,SFoyer,5,5,1984,Gable,VinylSd,0,TA,TA,PConc,Gd,TA,Av,LwQ,104,ALQ,956,0,1060,TA,Y,1126,0,0,1126,1,0,1,0,2,1,TA,5,Typ,NA,Unf,2,506,TA,Y,178,0,0,0,0,0,NA,WD ,Normal,152000
90,RL,60,12900,Reg,Inside,Duplex,SFoyer,4,4,1969,Gable,Plywood,0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,TA,Y,1258,0,0,1258,2,0,0,2,0,2,TA,6,Typ,NA,Unf,2,400,Fa,Y,120,0,0,0,0,0,NA,WD ,Alloca,108959
190,RL,60,12900,Reg,Inside,2fmCon,1Story,5,4,1920,Gable,BrkFace,0,TA,TA,PConc,TA,Fa,No,BLQ,1300,Unf,0,0,1300,Fa,Y,1140,0,0,1140,1,0,1,0,3,1,TA,6,Typ,NA,Unf,2,400,TA,Y,0,0,190,0,0,0,NA,WD ,Alloca,95541
20,RL,0,9000,Reg,Inside,1Fam,1Story,5,3,1959,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,GLQ,288,Unf,0,718,1006,TA,Y,1006,0,0,1006,0,0,1,0,3,1,TA,5,Typ,NA,NA,0,0,NA,Y,0,24,0,0,0,0,NA,WD ,Normal,80000
20,RL,0,8544,IR1,CulDSac,1Fam,1Story,5,6,1966,Gable,HdBoard,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1228,1228,Gd,Y,1228,0,0,1228,0,0,1,1,3,1,Gd,6,Typ,NA,Unf,1,271,TA,Y,0,65,0,0,0,0,MnPrv,WD ,Normal,149350
20,RL,94,9239,Reg,Inside,1Fam,1Story,5,8,1963,Gable,VinylSd,0,TA,Gd,CBlock,TA,TA,No,GLQ,634,Unf,0,326,960,Ex,Y,960,0,0,960,1,0,1,0,3,1,Gd,6,Typ,NA,Fin,1,300,TA,Y,168,0,0,0,0,0,NA,WD ,Normal,144900
20,RL,88,14175,Reg,Inside,1Fam,1Story,6,8,1956,Gable,HdBoard,0,TA,TA,CBlock,TA,Gd,Gd,GLQ,776,Unf,0,212,988,TA,Y,1188,0,0,1188,1,0,1,0,1,1,TA,4,Typ,TA,Unf,2,621,TA,Y,102,89,231,0,0,0,NA,WD ,Normal,185000
20,RL,0,13284,Reg,Inside,1Fam,1Story,5,5,1954,Gable,Wd Sdng,0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064,Unf,0,319,1383,TA,Y,1383,0,0,1383,1,0,1,0,3,1,TA,6,Typ,Gd,Unf,1,354,TA,Y,511,116,0,0,0,0,GdPrv,WD ,Normal,165000
20,RL,0,13500,Reg,Inside,1Fam,1Story,6,7,1960,Flat,BrkFace,0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429,ALQ,1080,93,1602,Gd,Y,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,Gd,RFn,2,564,TA,Y,409,0,0,0,0,0,NA,WD ,Normal,235000
80,RL,85,13825,Reg,Inside,1Fam,SLvl,5,6,1958,Gable,MetalSd,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,533,533,TA,Y,1021,580,0,1601,0,1,1,0,3,1,TA,6,Min2,NA,RFn,1,300,TA,Y,280,34,0,0,0,0,NA,WD ,Normal,140000
30,RL,60,10200,Reg,Inside,1Fam,1Story,5,8,1940,Gable,Wd Sdng,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,672,672,Ex,Y,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,NA,Unf,1,240,TA,N,168,0,0,0,0,0,GdPrv,WD ,Normal,108000
190,RL,0,10532,Reg,Corner,1Fam,1Story,5,3,1960,Flat,Plywood,275,TA,TA,CBlock,TA,TA,Mn,Rec,988,Unf,0,0,988,Gd,Y,1721,0,0,1721,1,0,2,0,3,1,TA,7,Mod,TA,Unf,2,626,TA,Y,50,84,0,0,0,0,NA,WD ,Abnorml,145000
50,RL,63,8375,Reg,Corner,1Fam,1.5Fin,5,7,1941,Gable,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,ALQ,336,Unf,0,240,576,Gd,Y,864,486,0,1350,1,0,1,1,2,1,Gd,6,Min1,NA,Unf,3,627,TA,N,0,0,0,0,0,0,MnPrv,WD ,Normal,152400
80,RL,0,10200,Reg,Inside,1Fam,SLvl,5,8,1970,Hip,HdBoard,0,TA,Gd,PConc,Gd,TA,Av,ALQ,704,Unf,0,160,864,Ex,Y,904,0,0,904,0,0,1,0,3,1,Gd,5,Typ,NA,Unf,3,912,TA,Y,143,0,0,0,0,0,MnPrv,WD ,Normal,144000
120,RL,0,2887,Reg,Inside,1Fam,1Story,6,5,1996,Gable,Wd Sdng,0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291,Ex,Y,1291,0,0,1291,1,0,1,0,2,1,Gd,6,Typ,Gd,Unf,2,431,TA,Y,307,0,0,0,0,0,NA,WD ,Normal,173000
60,RL,83,10005,Reg,Inside,1Fam,2Story,7,5,1977,Hip,Plywood,299,TA,TA,CBlock,Gd,TA,No,BLQ,392,Unf,0,768,1160,Ex,Y,1156,866,0,2022,0,0,2,1,4,1,TA,8,Typ,TA,Fin,2,505,TA,Y,288,117,0,0,0,0,NA,WD ,Normal,192000
20,RL,82,20270,IR1,CulDSac,1Fam,1Story,7,6,1979,Gable,Plywood,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,599,Unf,0,925,1524,TA,Y,1524,0,0,1524,1,0,2,0,3,1,TA,7,Typ,Gd,Fin,2,478,TA,Y,140,0,0,0,0,0,NA,WD ,Normal,245000
20,RL,73,39104,IR1,CulDSac,1Fam,1Story,7,7,1954,Flat,Plywood,0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226,GLQ,1063,96,1385,Ex,Y,1363,0,0,1363,1,0,1,0,2,1,TA,5,Mod,TA,Unf,2,439,TA,Y,81,0,0,0,0,0,NA,WD ,Normal,241500
20,RL,0,53227,IR1,CulDSac,1Fam,1Story,4,6,1954,Flat,Plywood,0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116,Unf,0,248,1364,Ex,Y,1663,0,0,1663,1,0,1,0,2,1,Gd,6,Min1,Gd,Fin,2,529,TA,Y,224,137,0,0,0,0,NA,WD ,Normal,256000
80,RL,124,11512,IR1,Corner,1Fam,SLvl,6,7,1959,Gable,Plywood,84,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,1019,Gd,Y,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,Gd,RFn,1,312,TA,Y,0,0,0,0,163,0,GdPrv,WD ,Normal,177000
50,RL,50,5190,Reg,Inside,1Fam,1.5Fin,7,5,1948,Gable,BrkFace,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,570,570,TA,Y,617,462,0,1079,0,0,1,0,2,1,TA,5,Typ,Gd,Unf,1,249,TA,Y,135,0,0,0,0,0,NA,WD ,Normal,125600
20,RL,85,10452,IR1,Inside,1Fam,1Story,6,5,1953,Hip,Wd Sdng,216,TA,TA,CBlock,TA,TA,Mn,Rec,500,Unf,0,594,1094,Ex,Y,1094,0,0,1094,0,0,1,0,3,1,TA,5,Typ,Gd,RFn,2,495,TA,Y,0,0,0,0,287,0,NA,WD ,Normal,155000
50,RL,75,45600,IR2,Inside,1Fam,1.5Fin,6,8,1908,Gable,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,TA,Y,1307,1051,0,2358,0,0,3,0,5,1,TA,10,Typ,Gd,Unf,2,360,Fa,Y,486,40,0,0,175,0,NA,WD ,Normal,240000
30,RL,85,19550,Reg,Inside,1Fam,1Story,5,7,1940,Flat,PreCast,0,TA,TA,PConc,TA,TA,Gd,ALQ,1035,Unf,0,545,1580,Ex,Y,1518,0,0,1518,1,0,1,0,2,1,Fa,5,Typ,Gd,NA,0,0,NA,Y,0,39,0,0,0,0,NA,WD ,Normal,260000
50,RL,66,21780,Reg,Inside,1Fam,1.5Fin,6,7,1918,Gable,Wd Sdng,0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,0,1163,1163,Ex,Y,1163,511,0,1674,0,0,2,0,4,1,TA,8,Typ,Gd,Fin,2,396,TA,N,72,36,0,0,144,0,NA,WD ,Normal,185000
70,RL,120,13728,Reg,Corner,1Fam,2Story,6,7,1935,Hip,Stucco,0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,Ex,Y,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,TA,Unf,2,540,TA,Y,0,0,0,0,90,0,NA,WD ,Normal,235000
20,RL,68,9571,Reg,Inside,1Fam,1Story,5,6,1956,Hip,Wd Sdng,0,TA,TA,CBlock,TA,TA,Av,Rec,870,Unf,0,639,1509,TA,Y,1509,0,0,1509,1,0,1,0,3,1,Gd,6,Typ,TA,Unf,1,322,TA,Y,158,0,0,0,576,0,MnPrv,WD ,Normal,159900
90,RL,50,9350,Reg,Inside,Duplex,SFoyer,5,5,1975,Gable,HdBoard,0,TA,TA,PConc,Gd,TA,Av,GLQ,864,Unf,0,0,864,Fa,N,864,0,0,864,1,0,1,0,2,1,TA,4,Typ,NA,NA,0,0,NA,Y,0,0,0,0,0,0,NA,WD ,Normal,99600
60,RL,50,9360,Reg,Corner,1Fam,2Story,6,8,1962,Gable,VinylSd,216,Gd,TA,CBlock,TA,TA,No,Rec,324,Unf,0,297,621,TA,Y,621,648,0,1269,0,0,1,1,3,1,TA,7,Typ,NA,Unf,1,280,TA,Y,0,236,0,0,0,0,GdWo,WD ,Normal,134500
50,RL,50,8405,Reg,Inside,1Fam,1.5Fin,5,8,1900,Gable,MetalSd,0,TA,TA,BrkTil,TA,Gd,No,Rec,241,BLQ,391,229,861,Ex,Y,961,406,0,1367,1,0,1,0,4,1,TA,7,Typ,NA,Unf,1,384,TA,Y,0,130,112,0,0,0,MnPrv,WD ,Normal,119000
190,RL,70,7000,Reg,Inside,2fmCon,2Story,5,7,1910,Gable,MetalSd,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,969,Unf,0,148,1117,TA,Y,820,527,0,1347,1,0,1,0,3,1,TA,5,Typ,NA,NA,0,0,NA,N,85,0,148,0,0,0,NA,WD ,Normal,107500
190,RL,68,10880,Reg,Inside,2fmCon,1Story,5,5,1950,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,No,ALQ,1040,Unf,0,124,1164,TA,N,1164,0,0,1164,1,0,1,0,3,1,TA,5,Typ,NA,Unf,1,240,TA,Y,0,48,0,0,0,0,NA,ConLD,Normal,125000
50,RL,60,9600,Reg,Corner,1Fam,1.5Fin,6,5,1924,Gable,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,572,572,Fa,N,572,524,0,1096,0,0,1,0,2,1,TA,5,Typ,NA,NA,0,0,NA,N,0,8,128,0,0,0,NA,WD ,Normal,79000
50,RL,60,9084,Reg,Inside,1Fam,1.5Fin,5,6,1941,Gable,VinylSd,0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236,Rec,380,0,616,TA,N,616,495,0,1111,0,1,1,0,3,1,TA,5,Typ,NA,Unf,1,200,TA,Y,48,0,0,0,0,0,NA,ConLw,Normal,95000
60,RL,86,11839,Reg,Inside,1Fam,2Story,7,5,1990,Hip,HdBoard,99,TA,TA,PConc,Gd,TA,No,GLQ,1085,Unf,0,390,1475,Ex,Y,1532,797,0,2329,1,0,2,1,4,1,Gd,10,Typ,Ex,Unf,2,514,TA,Y,192,121,0,0,0,0,NA,WD ,Normal,262280
60,RL,0,9771,IR3,Corner,1Fam,2Story,6,5,1995,Gable,HdBoard,190,Gd,TA,PConc,Gd,TA,No,LwQ,779,Unf,0,298,1077,Ex,Y,1093,1721,0,2814,0,1,2,1,4,1,Gd,9,Typ,TA,Fin,2,614,TA,Y,48,32,0,0,216,0,GdPrv,WD ,Normal,260000
20,RL,80,9938,Reg,Inside,1Fam,1Story,7,5,1994,Gable,HdBoard,251,Gd,TA,PConc,Gd,TA,No,GLQ,1271,Unf,0,331,1602,Ex,Y,1626,0,0,1626,1,0,2,1,3,1,Gd,7,Typ,TA,RFn,2,534,TA,Y,424,40,0,0,0,0,NA,WD ,Normal,226500
60,RL,0,14171,IR2,CulDSac,1Fam,2Story,7,5,1993,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,GLQ,355,Unf,0,457,812,Ex,Y,1101,1099,0,2200,0,0,2,1,4,1,Gd,9,Typ,TA,RFn,2,453,TA,Y,168,98,0,0,0,0,NA,WD ,Normal,225000
80,RL,85,10541,IR1,Corner,1Fam,SLvl,7,5,1996,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,672,672,Ex,Y,1302,735,0,2037,0,0,2,1,3,1,Gd,8,Typ,TA,Fin,2,472,TA,Y,100,33,0,0,0,0,NA,WD ,Normal,229000
60,RL,65,10616,IR1,Inside,1Fam,2Story,7,5,2007,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,628,628,Ex,Y,628,728,0,1356,0,0,2,1,3,1,Gd,6,Typ,Gd,Fin,2,484,TA,Y,100,24,0,0,0,0,NA,New,Partial,177439
20,RL,65,9345,IR1,Inside,1Fam,1Story,8,5,2007,Gable,VinylSd,156,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1615,1615,Ex,Y,1615,0,0,1615,0,0,2,0,3,1,Gd,7,Typ,Gd,RFn,3,864,TA,Y,168,30,0,0,0,0,NA,WD ,Normal,248500
20,RL,91,11778,Reg,Inside,1Fam,1Story,9,5,2008,Hip,VinylSd,554,Gd,TA,PConc,Gd,TA,Gd,GLQ,2085,Unf,0,186,2271,Ex,Y,2276,0,0,2276,1,0,2,0,3,1,Ex,7,Typ,Gd,RFn,3,1348,Gd,Y,0,0,70,0,255,0,NA,WD ,Abnorml,475000
20,RL,91,11778,Reg,Inside,1Fam,1Story,9,5,2008,Hip,VinylSd,402,Ex,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,0,598,1751,Ex,Y,1766,0,0,1766,1,0,2,1,3,1,Ex,8,Typ,Gd,Fin,3,874,TA,Y,216,36,0,0,0,0,NA,New,Partial,395039
60,RL,59,11228,IR2,CulDSac,1Fam,2Story,7,5,1993,Gable,VinylSd,0,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,531,499,1080,Ex,Y,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,Typ,TA,Unf,3,678,TA,Y,196,187,0,0,0,0,NA,WD ,Normal,228000
80,RL,0,11454,IR2,Corner,1Fam,SLvl,8,5,1995,Gable,VinylSd,302,Gd,TA,PConc,Gd,TA,Gd,GLQ,770,Unf,0,631,1401,Ex,Y,1511,0,0,1511,1,0,2,0,3,1,Gd,6,Typ,Fa,Fin,3,811,TA,Y,168,42,0,0,0,0,NA,WD ,Normal,225000
20,RL,0,11500,IR1,CulDSac,1Fam,1Story,6,6,1966,Flat,Plywood,0,TA,TA,CBlock,Gd,Gd,Gd,LwQ,262,ALQ,723,197,1182,Ex,Y,1643,0,0,1643,1,0,2,0,2,1,TA,6,Typ,Gd,Unf,2,438,TA,Y,339,0,0,0,0,0,NA,WD ,Normal,195000
60,RL,79,12798,IR1,Inside,1Fam,2Story,6,5,1997,Gable,VinylSd,0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,Gd,Y,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,NA,RFn,2,603,TA,Y,403,114,185,0,0,0,NA,WD ,Normal,200000
